category_id,category_title,category_slug,sub_category,title,slug,unit,unit_name,rating,price
113,"Молоко, сыр, яйца",moloko-syr-ajca,Сырки,"Сырок творожный Свитлогорье с какао глазированный 26%, 50г",syrok-tvoroznyj-svitlogore-s-kakao-glazirovannyj-26-50g,1,шт,492,5624
113,"Молоко, сыр, яйца",moloko-syr-ajca,Сырки,"Сырок А.Ростагрокомплекс Картошка творожный глазированный в молочном шоколаде 20%, 50г",syrok-a-rostagrokompleks-kartoska-tvoroznyj-glazirovannyj-v-molocnom-sokolade-20-50g,1,шт,486,6665
113,"Молоко, сыр, яйца",moloko-syr-ajca,Йогурты,"Йогурт Фругурт Персик 2.5%, 250г",jogurt-frugurt-persik-2-5-250g,1,шт,491,4499
113,"Молоко, сыр, яйца",moloko-syr-ajca,Йогурты,"Йогурт Фругурт Вишня 2.5%, 250г",jogurt-frugurt-visna-2-5-250g,1,шт,492,4499
113,"Молоко, сыр, яйца",moloko-syr-ajca,Йогурты,"Йогурт Epica вишня-черешня 4.8%, 130г",jogurt-epica-visna-ceresna-4-8-130g,1,шт,494,4299
113,"Молоко, сыр, яйца",moloko-syr-ajca,Йогурты,"Йогурт Epica клубника 4.8%, 130г",jogurt-epica-klubnika-4-8-130g,1,шт,493,4299
113,"Молоко, сыр, яйца",moloko-syr-ajca,Йогурты,"Йогурт Epica персик-маракуйя 4.8%, 130г",jogurt-epica-persik-marakuja-4-8-130g,1,шт,494,4299
113,"Молоко, сыр, яйца",moloko-syr-ajca,Йогурты,"Йогурт Epica с манго и семенами чиа 5%, 130г",jogurt-epica-s-mango-i-semenami-cia-5-130g,1,шт,494,4299
113,"Молоко, сыр, яйца",moloko-syr-ajca,Йогурты,"Йогурт Epica ананас 4.8%, 130г",jogurt-epica-ananas-4-8-130g,1,шт,494,4299
113,"Молоко, сыр, яйца",moloko-syr-ajca,Йогурты,"Йогурт Epica с гранатом и малиной 4.8%, 130г",jogurt-epica-s-granatom-i-malinoj-4-8-130g,1,шт,493,4299
113,"Молоко, сыр, яйца",moloko-syr-ajca,Творожки,"Творожок Чудо Груша-Персик 4%, 100г",tvorozok-cudo-grusa-persik-4-100g,1,шт,494,4999
113,"Молоко, сыр, яйца",moloko-syr-ajca,Творожки,"Творожок Чудо Вишня 4.2%, 100г",tvorozok-cudo-visna-4-2-100g,1,шт,493,4999
113,"Молоко, сыр, яйца",moloko-syr-ajca,Творожки,"Продукт творожный Фругурт Клубнично Манговый Сорбет с йогуртом и фруктовым наполнителем 4.5%, 110г",produkt-tvoroznyj-frugurt-klubnicno-mangovyj-sorbet-s-jogurtom-i-fruktovym-napolnitelem-4-5-110g,1,шт,467,3999
113,"Молоко, сыр, яйца",moloko-syr-ajca,Творожки,"Продукт творожный Даниссимо Браво шоколад 6.7%, 130г",produkt-tvoroznyj-danissimo-bravo-sokolad-6-7-130g,1,шт,494,4699
113,"Молоко, сыр, яйца",moloko-syr-ajca,Творожки,"Продукт творожный Даниссимо с хрустящими шоколадными шариками 7.2%, 130г",produkt-tvoroznyj-danissimo-s-hrustasimi-sokoladnymi-sarikami-7-2-130g,1,шт,494,4699
113,"Молоко, сыр, яйца",moloko-syr-ajca,Творожки,"Продукт творожный Даниссимо с вишней и маскарпоне 5.6%, 130г",produkt-tvoroznyj-danissimo-s-visnej-i-maskarpone-5-6-130g,1,шт,491,4699
113,"Молоко, сыр, яйца",moloko-syr-ajca,Творожки,"Продукт творожный Даниссимо с сочным киви 5.5%, 130г",produkt-tvoroznyj-danissimo-s-socnym-kivi-5-5-130g,1,шт,493,4699
113,"Молоко, сыр, яйца",moloko-syr-ajca,Творожки,"Продукт творожный Даниссимо с отборной черникой 5.5%, 130г",produkt-tvoroznyj-danissimo-s-otbornoj-cernikoj-5-5-130g,1,шт,493,4699
113,"Молоко, сыр, яйца",moloko-syr-ajca,Десерты и снеки,"Пудинг Чудо шоколадный 3%, 125г",puding-cudo-sokoladnyj-3-125g,1,шт,489,3499
113,"Молоко, сыр, яйца",moloko-syr-ajca,Десерты и снеки,"Йогурт Чудо Десерт хрустящий шоколадный соблазн 3%, 105г",jogurt-cudo-desert-hrustasij-sokoladnyj-soblazn-3-105g,1,шт,491,5999
113,"Молоко, сыр, яйца",moloko-syr-ajca,Десерты и снеки,"Пудинг Чудо Ваниль 3%, 125г",puding-cudo-vanil-3-125g,1,шт,479,3499
113,"Молоко, сыр, яйца",moloko-syr-ajca,Десерты и снеки,"Крем творожный Чудо DUO клубничное мороженое с кисломолочным йогуртным муссом со вкусом ванили 5.1%, 110г",krem-tvoroznyj-cudo-duo-klubnicnoe-morozenoe-s-kislomolocnym-jogurtnym-mussom-so-vkusom-vanili-5-1-110g,1,шт,495,5299
113,"Молоко, сыр, яйца",moloko-syr-ajca,Десерты и снеки,"Крем творожный Чудо DUO вишнёвое мороженое с кисломолочным йогуртным муссом со вкусом ванили 5.1%, 110г",krem-tvoroznyj-cudo-duo-visnevoe-morozenoe-s-kislomolocnym-jogurtnym-mussom-so-vkusom-vanili-5-1-110g,1,шт,486,5299
113,"Молоко, сыр, яйца",moloko-syr-ajca,Десерты и снеки,"Пирожное Kinder Молочный ломтик, 28г",piroznoe-kinder-molocnyj-lomtik-28g,1,шт,495,4999
113,"Молоко, сыр, яйца",moloko-syr-ajca,Десерты и снеки,"Пудинг молочный Grand Dessert шоколад 5.2%, 200г",puding-molocnyj-grand-dessert-sokolad-5-2-200g,1,шт,492,6999
113,"Молоко, сыр, яйца",moloko-syr-ajca,Десерты и снеки,"Пирожное Kinder Pingui шоколад, 30г",piroznoe-kinder-pingui-sokolad-30g,1,шт,495,6199
113,"Молоко, сыр, яйца",moloko-syr-ajca,Яйца,"Яйцо куриное активита С1 с селеном и йодом Зелёная Линия, 10шт",ajco-kurinoe-aktivita-s1-s-selenom-i-jodom-zelenaa-linia-10st,1,шт,490,8499
113,"Молоко, сыр, яйца",moloko-syr-ajca,Яйца,"Яйцо куриное пищевое столовое С0 Пр!ст, 10шт",ajco-kurinoe-pisevoe-stolovoe-s0-pr-st-10st,1,шт,489,7499
113,"Молоко, сыр, яйца",moloko-syr-ajca,Яйца,"Яйцо куриное пищевое столовое СО Маркет Перекрёсток, 10шт",ajco-kurinoe-pisevoe-stolovoe-so-market-perekrestok-10st,1,шт,491,8999
113,"Молоко, сыр, яйца",moloko-syr-ajca,Яйца,"Яйцо куриное столовое С1 Маркет Перекрёсток, 10шт",ajco-kurinoe-stolovoe-s1-market-perekrestok-10st,1,шт,490,7999
113,"Молоко, сыр, яйца",moloko-syr-ajca,Яйца,"Яйцо Окское столовое СО, 10шт",ajco-okskoe-stolovoe-so-10st,1,шт,494,11999
113,"Молоко, сыр, яйца",moloko-syr-ajca,Яйца,"Яйцо куриное пищевое столовое С1 Пр!ст, 10шт",ajco-kurinoe-pisevoe-stolovoe-s1-pr-st-10st,1,шт,487,6499
113,"Молоко, сыр, яйца",moloko-syr-ajca,Яйца,"Яйцо куриное Роскар Экстра СО, 10шт",ajco-kurinoe-roskar-ekstra-so-10st,1,шт,492,11499
113,"Молоко, сыр, яйца",moloko-syr-ajca,Яйца,"Яйцо куриное Лето С1, 20шт",ajco-kurinoe-leto-s1-20st,1,шт,493,19999
113,"Молоко, сыр, яйца",moloko-syr-ajca,Масло,"Масло сливочное Традиционное несолёное 82.5% Зелёная Линия, 200г",maslo-slivocnoe-tradicionnoe-nesolenoe-82-5-zelenaa-linia-200g,1,шт,488,16999
113,"Молоко, сыр, яйца",moloko-syr-ajca,Масло,"Масло сливочное Тысяча Озер несолёное 82.5%, 400г",maslo-slivocnoe-tysaca-ozer-nesolenoe-82-5-400g,1,шт,492,44999
113,"Молоко, сыр, яйца",moloko-syr-ajca,Масло,"Масло сливочное Из Вологды Традиционное 82.5%, 180г",maslo-slivocnoe-iz-vologdy-tradicionnoe-82-5-180g,1,шт,492,27999
113,"Молоко, сыр, яйца",moloko-syr-ajca,Масло,"Масло сладкосливочное Крестьянское высшего сорта 72.5% Пр!ст, 175г",maslo-sladkoslivocnoe-krestanskoe-vyssego-sorta-72-5-pr-st-175g,1,шт,485,10820
113,"Молоко, сыр, яйца",moloko-syr-ajca,Масло,"Масло сладкосливочное Брест-Литовск несолёное высшего сорта 82.5%, 180г",maslo-sladkoslivocnoe-brest-litovsk-nesolenoe-vyssego-sorta-82-5-180g,1,шт,493,19999
113,"Молоко, сыр, яйца",moloko-syr-ajca,Масло,"Масло сливочное Вкуснотеево Традиционное 82.5%, 400г",maslo-slivocnoe-vkusnoteevo-tradicionnoe-82-5-400g,1,шт,496,34999
113,"Молоко, сыр, яйца",moloko-syr-ajca,Масло,"Масло сладкосливочное Тысяча Озер 82.5%, 180г",maslo-sladkoslivocnoe-tysaca-ozer-82-5-180g,1,шт,492,21999
113,"Молоко, сыр, яйца",moloko-syr-ajca,Масло,"Масло сливочное Авида Крестьянское 72.5%, 180г",maslo-slivocnoe-avida-krestanskoe-72-5-180g,1,шт,485,10850
113,"Молоко, сыр, яйца",moloko-syr-ajca,Маргарин,"Маргарин сливочный Хозяюшка Нижегородский 60%, 200г",margarin-slivocnyj-hozauska-nizegorodskij-60-200g,1,шт,487,5799
113,"Молоко, сыр, яйца",moloko-syr-ajca,Маргарин,"Маргарин Чудесница универсальный 55%, 180г",margarin-cudesnica-universalnyj-55-180g,1,шт,478,3399
113,"Молоко, сыр, яйца",moloko-syr-ajca,Спред,Спред растительно-сливочный Кремлевское со вкусом сливок 72.5%,spred-rastitelno-slivocnyj-kremlevskoe-so-vkusom-slivok-72-5,1,шт,483,7399
113,"Молоко, сыр, яйца",moloko-syr-ajca,Спред,"Спред Кремлевское растительно-жировой 60%, 450г",spred-kremlevskoe-rastitelno-zirovoj-60-450g,1,шт,0,17999
113,"Молоко, сыр, яйца",moloko-syr-ajca,Кисломолочные продукты,"Напиток кисломолочный Имунеле Земляника 1.2%, 100мл",napitok-kislomolocnyj-imunele-zemlanika-1-2-100ml,1,шт,495,2999
113,"Молоко, сыр, яйца",moloko-syr-ajca,Кисломолочные продукты,"Напиток кисломолочный Имунеле Лесные Ягоды 1.2%, 100мл",napitok-kislomolocnyj-imunele-lesnye-agody-1-2-100ml,1,шт,492,2999
113,"Молоко, сыр, яйца",moloko-syr-ajca,Кисломолочные продукты,"Кефир Домик в деревне 3.2%, 900мл",kefir-domik-v-derevne-3-2-900ml,1,шт,491,8999
113,"Молоко, сыр, яйца",moloko-syr-ajca,Кисломолочные продукты,"Ряженка Домик в Деревне 3.2%, 900мл",razenka-domik-v-derevne-3-2-900ml,1,шт,492,9999
113,"Молоко, сыр, яйца",moloko-syr-ajca,Кисломолочные продукты,"Ряженка Домик в деревне Клубника 2.1%, 270мл",razenka-domik-v-derevne-klubnika-2-1-270ml,1,шт,490,4299
113,"Молоко, сыр, яйца",moloko-syr-ajca,Кисломолочные продукты,"Напиток молочно-соковый Мажитэль Ананас-Манго 0.05%, 950мл",napitok-molocno-sokovyj-mazitel-ananas-mango-0-05-950ml,1,шт,490,10999
113,"Молоко, сыр, яйца",moloko-syr-ajca,Кисломолочные продукты,"Напиток молочно-соковый Мажитэль Арбуз-Дыня 0.03%, 950мл",napitok-molocno-sokovyj-mazitel-arbuz-dyna-0-03-950ml,1,шт,486,10999
113,"Молоко, сыр, яйца",moloko-syr-ajca,Кисломолочные продукты,"Кефир Простоквашино 3.2%, 930г",kefir-prostokvasino-3-2-930g,1,шт,491,7499
113,"Молоко, сыр, яйца",moloko-syr-ajca,Сметана,"Сметана Домик в деревне 20%, 300г",smetana-domik-v-derevne-20-300g,1,шт,492,8999
113,"Молоко, сыр, яйца",moloko-syr-ajca,Сметана,"Сметана Домик в деревне 15%, 300г",smetana-domik-v-derevne-15-300g,1,шт,491,8499
113,"Молоко, сыр, яйца",moloko-syr-ajca,Сметана,"Сметана Домик в деревне 25%, 300г",smetana-domik-v-derevne-25-300g,1,шт,494,10999
113,"Молоко, сыр, яйца",moloko-syr-ajca,Сметана,"Сметана Домик в деревне 15%, 180г",smetana-domik-v-derevne-15-180g,1,шт,491,5799
113,"Молоко, сыр, яйца",moloko-syr-ajca,Сметана,"Сметана Простоквашино 20%, 180г",smetana-prostokvasino-20-180g,1,шт,491,5499
113,"Молоко, сыр, яйца",moloko-syr-ajca,Сметана,"Сметана 15% Зелёная Линия, 290г",smetana-15-zelenaa-linia-290g,1,шт,488,6799
113,"Молоко, сыр, яйца",moloko-syr-ajca,Сметана,"Сметана 15% Пр!ст, 350г",smetana-15-pr-st-350g,1,шт,484,6799
113,"Молоко, сыр, яйца",moloko-syr-ajca,Сметана,"Сметана Простоквашино 15%, 300г",smetana-prostokvasino-15-300g,1,шт,492,9199
113,"Молоко, сыр, яйца",moloko-syr-ajca,Сливки,"Сливки стерилизованные Домик в деревне 20%, 480мл",slivki-sterilizovannye-domik-v-derevne-20-480ml,1,шт,494,19999
113,"Молоко, сыр, яйца",moloko-syr-ajca,Сливки,"Сливки стерилизованные Домик в деревне 20%, 200мл",slivki-sterilizovannye-domik-v-derevne-20-200ml,1,шт,494,6599
113,"Молоко, сыр, яйца",moloko-syr-ajca,Сливки,"Сливки стерилизованные Домик в деревне 10%, 200мл",slivki-sterilizovannye-domik-v-derevne-10-200ml,1,шт,492,5999
113,"Молоко, сыр, яйца",moloko-syr-ajca,Сливки,"Сливки стерилизованные Домик в деревне 33%, 480мл",slivki-sterilizovannye-domik-v-derevne-33-480ml,1,шт,482,26999
113,"Молоко, сыр, яйца",moloko-syr-ajca,Сливки,"Сливки стерилизованные 10% Пр!ст, 195мл",slivki-sterilizovannye-10-pr-st-195ml,1,шт,486,3599
113,"Молоко, сыр, яйца",moloko-syr-ajca,Сливки,"Сливки стерилизованные Домик в деревне 10%, 480мл",slivki-sterilizovannye-domik-v-derevne-10-480ml,1,шт,493,12999
113,"Молоко, сыр, яйца",moloko-syr-ajca,Сливки,"Сливки Простоквашино ультрапастеризованные 20%, 350г",slivki-prostokvasino-ultrapasterizovannye-20-350g,1,шт,494,19999
113,"Молоко, сыр, яйца",moloko-syr-ajca,Сливки,"Сливки Авида стерилизованные 20%, 200г",slivki-avida-sterilizovannye-20-200g,1,шт,495,6599
113,"Молоко, сыр, яйца",moloko-syr-ajca,Молочные консервы,"Молоко сгущённое Алексеевское цельное с сахаром 8.5%, 360г",moloko-sgusennoe-alekseevskoe-celnoe-s-saharom-8-5-360g,1,шт,493,11999
113,"Молоко, сыр, яйца",moloko-syr-ajca,Молочные консервы,"Молоко сгущённое Алексеевское цельное с сахаром 8.5%, 270г",moloko-sgusennoe-alekseevskoe-celnoe-s-saharom-8-5-270g,1,шт,493,10999
113,"Молоко, сыр, яйца",moloko-syr-ajca,Молочные консервы,"Сгущённое молоко цельное с сахаром 8.5% Молочный знак, 270г",sgusennoe-moloko-celnoe-s-saharom-8-5-molocnyj-znak-270g,1,шт,487,9199
113,"Молоко, сыр, яйца",moloko-syr-ajca,Молочные консервы,"Молоко сгущённое Рогачевъ с сахаром 8.5%, 380г",moloko-sgusennoe-rogacev-s-saharom-8-5-380g,1,шт,495,16499
113,"Молоко, сыр, яйца",moloko-syr-ajca,Молочные консервы,"Молоко сгущённое с сахаром 1% Пр!ст, 270г",moloko-sgusennoe-s-saharom-1-pr-st-270g,1,шт,477,4399
113,"Молоко, сыр, яйца",moloko-syr-ajca,Молочные консервы,"Молоко сгущённое Рогачевъ Егорка варёное с сахаром 8.5%, 360г",moloko-sgusennoe-rogacev-egorka-varenoe-s-saharom-8-5-360g,1,шт,489,12999
113,"Молоко, сыр, яйца",moloko-syr-ajca,Молочные консервы,"Молоко сгущённое Алексеевское цельное с сахаром 8.5%, 650г",moloko-sgusennoe-alekseevskoe-celnoe-s-saharom-8-5-650g,1,шт,494,20999
113,"Молоко, сыр, яйца",moloko-syr-ajca,Молочные консервы,"Молоко сгущённое Алексеевское варёное с сахаром 8.5%, 360г",moloko-sgusennoe-alekseevskoe-varenoe-s-saharom-8-5-360g,1,шт,494,17999
113,"Молоко, сыр, яйца",moloko-syr-ajca,Молочные коктейли,"Коктейль молочный Чудо Шоколад 2%, 950г",koktejl-molocnyj-cudo-sokolad-2-950g,1,шт,492,14999
113,"Молоко, сыр, яйца",moloko-syr-ajca,Молочные коктейли,"Коктейль молочный Чудо Шоколад 3%, 200мл",koktejl-molocnyj-cudo-sokolad-3-200ml,1,шт,490,4999
113,"Молоко, сыр, яйца",moloko-syr-ajca,Молочные коктейли,"Коктейль молочный Чудо Клубника 2%, 950г",koktejl-molocnyj-cudo-klubnika-2-950g,1,шт,491,14999
113,"Молоко, сыр, яйца",moloko-syr-ajca,Молочные коктейли,"Коктейль молочный Чудо Клубника 2%, 200мл",koktejl-molocnyj-cudo-klubnika-2-200ml,1,шт,492,4999
113,"Молоко, сыр, яйца",moloko-syr-ajca,Молочные коктейли,"Коктейль молочный Чудо Клубника 2%, 960г",koktejl-molocnyj-cudo-klubnika-2-960g,1,шт,492,10999
113,"Молоко, сыр, яйца",moloko-syr-ajca,Молочные коктейли,"Коктейль молочный Чудо Ягодное мороженое 2%, 960г",koktejl-molocnyj-cudo-agodnoe-morozenoe-2-960g,1,шт,491,14999
113,"Молоко, сыр, яйца",moloko-syr-ajca,Молочные коктейли,"Коктейль Чудо молочный клубника 2%, 914мл",koktejl-cudo-molocnyj-klubnika-2-914ml,1,шт,500,14999
113,"Молоко, сыр, яйца",moloko-syr-ajca,Молочные коктейли,"Коктейль молочный Авишка шоколадный 2.5%, 200г",koktejl-molocnyj-aviska-sokoladnyj-2-5-200g,1,шт,494,2499
148,"Овощи, фрукты, грибы",ovosi-frukty-griby,Премиум-выбор,Томаты Пинк парадайз,tomaty-pink-paradajz,2,кг,468,39990
148,"Овощи, фрукты, грибы",ovosi-frukty-griby,Премиум-выбор,Киви,kivi,2,кг,479,10990
148,"Овощи, фрукты, грибы",ovosi-frukty-griby,Премиум-выбор,Авокадо Хасс,avokado-hass,2,кг,482,39990
148,"Овощи, фрукты, грибы",ovosi-frukty-griby,Премиум-выбор,Яблоки Ред делишес,abloki-red-delises,2,кг,486,12990
148,"Овощи, фрукты, грибы",ovosi-frukty-griby,Премиум-выбор,Манго спелый плод,mango-spelyj-plod,2,кг,476,23990
148,"Овощи, фрукты, грибы",ovosi-frukty-griby,Премиум-выбор,Перец Био Рамиро сладкий,perec-bio-ramiro-sladkij,2,кг,492,26990
148,"Овощи, фрукты, грибы",ovosi-frukty-griby,Премиум-выбор,Лимоны Узбекистан,limony-uzbekistan,2,кг,489,42990
148,"Овощи, фрукты, грибы",ovosi-frukty-griby,Премиум-выбор,"Томаты свежие, 500г",tomaty-svezie-500g,1,шт,472,29990
148,"Овощи, фрукты, грибы",ovosi-frukty-griby,Овощи,Томаты Пинк парадайз,tomaty-pink-paradajz,2,кг,468,39990
148,"Овощи, фрукты, грибы",ovosi-frukty-griby,Овощи,"Томаты Пинк парадайз свежие, 350г",tomaty-pink-paradajz-svezie-350g,1,шт,476,20990
148,"Овощи, фрукты, грибы",ovosi-frukty-griby,Овощи,Лук репчатый,luk-repcatyj,2,кг,487,4990
148,"Овощи, фрукты, грибы",ovosi-frukty-griby,Овощи,Картофель отборный,kartofel-otbornyj,2,кг,471,6990
148,"Овощи, фрукты, грибы",ovosi-frukty-griby,Овощи,Капуста,kapusta,2,кг,486,1990
148,"Овощи, фрукты, грибы",ovosi-frukty-griby,Овощи,Картофель мытый,kartofel-mytyj,2,кг,482,5990
148,"Овощи, фрукты, грибы",ovosi-frukty-griby,Овощи,Огурцы короткоплодные,ogurcy-korotkoplodnye,2,кг,476,12990
148,"Овощи, фрукты, грибы",ovosi-frukty-griby,Овощи,Картофель в сетке,kartofel-v-setke,2,кг,467,2690
148,"Овощи, фрукты, грибы",ovosi-frukty-griby,Фрукты,Бананы,banany,2,кг,489,7490
148,"Овощи, фрукты, грибы",ovosi-frukty-griby,Фрукты,Бананы фасованные,banany-fasovannye,2,кг,490,7490
148,"Овощи, фрукты, грибы",ovosi-frukty-griby,Фрукты,Хурма Королёк,hurma-korolek,2,кг,474,9990
148,"Овощи, фрукты, грибы",ovosi-frukty-griby,Фрукты,Нектарины,nektariny,2,кг,466,13990
148,"Овощи, фрукты, грибы",ovosi-frukty-griby,Фрукты,Мандарины Выгодно,mandariny-vygodno,2,кг,477,13990
148,"Овощи, фрукты, грибы",ovosi-frukty-griby,Фрукты,Апельсины,apelsiny,2,кг,482,9999
148,"Овощи, фрукты, грибы",ovosi-frukty-griby,Фрукты,Апельсины Выгодно фасованные,apelsiny-vygodno-fasovannye,2,кг,477,11990
148,"Овощи, фрукты, грибы",ovosi-frukty-griby,Фрукты,Апельсины отборные Маркет Перекрёсток,apelsiny-otbornye-market-perekrestok,2,кг,478,15990
148,"Овощи, фрукты, грибы",ovosi-frukty-griby,Ягоды,"Голубика свежая, 125г",golubika-svezaa-125g,1,шт,485,19998
148,"Овощи, фрукты, грибы",ovosi-frukty-griby,Ягоды,"Голубика, 500г",golubika-500g,1,шт,485,39990
148,"Овощи, фрукты, грибы",ovosi-frukty-griby,Ягоды,"Клубника, 250г",klubnika-250g,1,шт,459,24999
148,"Овощи, фрукты, грибы",ovosi-frukty-griby,Ягоды,"Малина свежая, 125г",malina-svezaa-125g,1,шт,482,29990
148,"Овощи, фрукты, грибы",ovosi-frukty-griby,Ягоды,"Голубика свежая Market Collection, 250г",golubika-svezaa-market-collection-250g,1,шт,486,26990
148,"Овощи, фрукты, грибы",ovosi-frukty-griby,Ягоды,"Клубника Market Collection, 200г",klubnika-market-collection-200g,1,шт,478,27990
